job_title,skills_languages,skills_frameworks,skills_databases,skills_platforms,wanted_languages,wanted_frameworks,wanted_databases,wanted_platforms,hiring_algorithms,hiring_tech_exp,hiring_communication,hiring_opensource,hiring_education,hiring_execution,problem_solving,building_things,learning_new_tech,invest_time_tools,collaborate_remote,country,years_coding_numeric,job_category
Not specified,Assembly; C; Matlab; Perl; Python,,,Linux Desktop; Raspberry Pi,C; C++; Python,,,Linux Desktop,Very important,Not very important,Important,Very important,Important,Very important,Unknown,Unknown,Unknown,Unknown,Agree,Spain,7.5,Not specified
Web developer; Other,F#; JavaScript; Scala,Node.js; Spark; Xamarin; .NET Core,MongoDB; Redis; SQL Server; PostgreSQL,Linux Desktop; Mac OS; Amazon Web Services (AWS); Microsoft Azure,F#; Haskell; Rust; Scala,Spark; Xamarin; .NET Core,Cassandra; Redis; SQL Server; PostgreSQL; SQLite,Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS); Microsoft Azure,Important,Somewhat important,Important,Important,Somewhat important,Somewhat important,Agree,Agree,Strongly agree,Agree,Somewhat agree,United Kingdom,16.5,Web Developer
Web developer,Java; R; SQL,,Oracle; SQLite,,Java; JavaScript; Python; SQL,Hadoop,Oracle; SQLite,Android; Raspberry Pi; Amazon Web Services (AWS),Important,Very important,Important,Not very important,Somewhat important,Somewhat important,Strongly agree,Strongly agree,Somewhat agree,Agree,Unknown,Germany,2.5,Web Developer
Web developer; Other,C++; Java; Objective-C; Python,,PostgreSQL; Oracle; SQLite,,Java; Python; Scala,Hadoop; Spark,Cassandra; SQLite,Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Strongly agree,Agree,Agree,United States,19.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Pakistan,3.5,Not specified
Embedded applications/devices developer; Desktop applications developer,Assembly; C; C++,,,Linux Desktop; Arduino; Raspberry Pi; WordPress,Python; R; SQL,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Brazil,1.5,Desktop Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Pakistan,4.5,Not specified
Not specified,C++; JavaScript; PHP; Python,,,Linux Desktop; Arduino; Raspberry Pi,C++; JavaScript; PHP; Python,AngularJS,MySQL,Linux Desktop; Arduino; Raspberry Pi,Important,Important,Very important,Important,Somewhat important,Very important,Unknown,Strongly agree,Agree,Somewhat agree,Unknown,United Kingdom,4.5,Not specified
Embedded applications/devices developer; Machine learning specialist; Data scientist,C++; Java; Matlab; Python; SQL,,Cassandra; PostgreSQL; SQLite,Android; Linux Desktop,Assembly; C; C++; Go; Java; Matlab; Python; R; Rust; Scala; SQL,Spark,Cassandra; PostgreSQL; SQLite,Android; Linux Desktop; Amazon Web Services (AWS),Important,Somewhat important,Important,Important,Somewhat important,Somewhat important,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Germany,5.5,Embedded Developer
Not specified,Java; JavaScript; PHP,,MySQL,Linux Desktop,Java; JavaScript; PHP,,,Linux Desktop,Very important,Very important,Very important,Very important,Not very important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Nepal,4.5,Not specified
Mobile developer; Embedded applications/devices developer,C++; Java; SQL,Hadoop; Node.js,MySQL; SQLite,Android; Linux Desktop; Arduino; Raspberry Pi; WordPress; Amazon Web Services (AWS),C++; Erlang; Java; SQL,React; Firebase,MySQL; SQLite,Android; Linux Desktop; Arduino; Raspberry Pi; WordPress; Amazon Web Services (AWS),Very important,Important,Important,Not very important,Not very important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,India,5.5,Mobile Developer
Web developer; Database administrator; DevOps specialist,CoffeeScript; Go; JavaScript; Ruby,Node.js; React,Redis; MySQL; PostgreSQL,,Clojure; Go; JavaScript; TypeScript,Node.js; React,Redis; MySQL; PostgreSQL,,Somewhat important,Important,Important,Very important,Not very important,Very important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,United Kingdom,8.5,Web Developer
Not specified,C++; JavaScript; PHP; Python; VB.NET,,,Android; Windows Phone; Windows Desktop,,,,Arduino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,Greece,4.5,Not specified
Web developer; Systems administrator; DevOps specialist,Go; Java; JavaScript; PHP; Ruby,React,MySQL; PostgreSQL; SQLite,Linux Desktop; Mac OS,Clojure; Elixir; Erlang; Go; Java; JavaScript; Ruby,React,MySQL; PostgreSQL,iOS; Linux Desktop; Amazon Web Services (AWS),Important,Somewhat important,Very important,Not very important,Not very important,Important,Unknown,Unknown,Unknown,Unknown,Disagree,Germany,2.5,Web Developer
Web developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Malta,4.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,4.5,Not specified
Web developer; Database administrator,SQL; VB.NET,,SQL Server,Windows Desktop; Amazon Web Services (AWS),C#; JavaScript; SQL,.NET Core,SQL Server,Windows Desktop; Amazon Web Services (AWS),Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,Canada,3.5,Web Developer
Web developer,JavaScript; PHP; Python; SQL,,MySQL; Oracle,,JavaScript,Node.js; React,,Amazon Web Services (AWS),Important,Somewhat important,Important,Not very important,Somewhat important,Somewhat important,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,United States,6.5,Web Developer
Mobile developer,,,,,,,,,Very important,Very important,Important,Not very important,Important,Very important,Unknown,Unknown,Unknown,Unknown,Strongly disagree,Ireland,7.5,Mobile Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,4.5,Not specified
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,France,4.5,Not specified
Web developer; Developer with a statistics or mathematics background; Database administrator,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,2.5,Web Developer
Web developer; Database administrator; Systems administrator,,,,,,,,,Important,Important,Important,Not very important,Not very important,Important,Strongly agree,Agree,Agree,Somewhat agree,Unknown,United States,3.5,Web Developer
Mobile developer,Java,Firebase,,Windows Desktop; Mac OS; Arduino,Java; Objective-C; Swift,,,iOS; Windows Desktop; Mac OS; Arduino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Disagree,United Kingdom,20.0,Mobile Developer
Web developer,C#; JavaScript; SQL; TypeScript,Node.js; Xamarin,SQL Server,Android; Microsoft Azure,JavaScript; TypeScript,React; Xamarin; .NET Core,,Android; Microsoft Azure,Somewhat important,Not very important,Important,Important,Not very important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Unknown,Canada,2.5,Web Developer
Web developer; Mobile developer; Embedded applications/devices developer; Graphic designer; Desktop applications developer; Database administrator,Assembly; C; C++; C#; Java; JavaScript; Objective-C; PHP; Python; R; SQL; TypeScript; VBA,AngularJS; Node.js; Cordova; Xamarin; .NET Core,SQL Server; MySQL; Oracle; SQLite,Android; iOS; Windows Phone; Windows Desktop; Linux Desktop; Mac OS; Arduino; SharePoint,C++; C#; Java; JavaScript; Objective-C; Python; SQL; TypeScript; VBA,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; MySQL; SQLite,Android; iOS; Windows Desktop; Arduino,Very important,Important,Somewhat important,Not very important,Not very important,Important,Unknown,Unknown,Unknown,Unknown,Disagree,South Africa,5.5,Web Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,United States,4.5,Not specified
Graphics programming; Graphic designer; Desktop applications developer,C++; Go; Python,,,Windows Desktop; Linux Desktop,C++; Python,,,Windows Desktop; Linux Desktop,Somewhat important,Important,Important,Important,Important,Somewhat important,Agree,Strongly agree,Somewhat agree,Somewhat agree,Unknown,Canada,7.5,Desktop Developer
Desktop applications developer; Systems administrator; Other,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,3.5,Desktop Developer
Not specified,Java; PHP; Python,Node.js,MySQL,Raspberry Pi,C++; C#,,MySQL,,Somewhat important,Very important,Important,Not very important,Somewhat important,Important,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,United States,4.5,Not specified
Not specified,JavaScript; PHP; SQL,,MySQL,Android,Assembly; C; JavaScript; PHP; VB.NET,,SQL Server; Oracle; SQLite,Android; Windows Phone; Windows Desktop,Important,Important,Important,Not very important,Not at all important,Important,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Bangladesh,4.5,Not specified
Not specified,C; C++; Java; JavaScript; PHP,,MongoDB,,Assembly; C#; Hack; Java; JavaScript; PHP; Python; SQL,,SQL Server; MySQL; Oracle,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Somewhat agree,India,4.5,Not specified
Mobile developer; Graphics programming; Graphic designer; Database administrator; Systems administrator,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,France,1.5,Mobile Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,4.5,Not specified
Web developer; Developer with a statistics or mathematics background; Desktop applications developer,JavaScript; SQL; VBA; Visual Basic 6,,SQL Server; MySQL; SQLite,Windows Desktop; WordPress,C++; JavaScript; SQL; VBA; Visual Basic 6,,SQL Server; MySQL; SQLite,Windows Desktop; WordPress,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Agree,Agree,Agree,Somewhat agree,France,20.0,Web Developer
Graphics programming; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,C; C++; JavaScript; Matlab,Node.js; React,MongoDB; SQLite,Android; Windows Desktop; Linux Desktop,C++; JavaScript; Matlab; TypeScript,Node.js; React,MongoDB,Android; Linux Desktop,Important,Somewhat important,Important,Important,Important,Important,Unknown,Unknown,Unknown,Unknown,Agree,Greece,16.5,Desktop Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,4.5,Not specified
Not specified,JavaScript; Ruby,,MySQL,Linux Desktop; WordPress; Microsoft Azure,JavaScript; Ruby,,,Linux Desktop; Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Romania,4.5,Not specified
Web developer; Mobile developer,Java; Objective-C; Ruby,,MongoDB; PostgreSQL,Android; iOS,Java; Ruby,,PostgreSQL,Android,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Ukraine,9.5,Web Developer
Not specified,JavaScript; Ruby,Node.js; React,MongoDB,,C++; JavaScript; Python; SQL,AngularJS; Node.js; React,MongoDB; PostgreSQL,Android; iOS; Mac OS; Raspberry Pi; Amazon Web Services (AWS),Very important,Somewhat important,Very important,Somewhat important,Important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,United States,1.5,Not specified
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Disagree,Germany,4.5,Not specified
Web developer; Graphic designer,JavaScript,,,,JavaScript; PHP; Rust,AngularJS; React,,,Not very important,Somewhat important,Somewhat important,Not very important,Not at all important,Very important,Agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Romania,1.5,Web Developer
Web developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,1.5,Web Developer
Not specified,C; C++; JavaScript; PHP; SQL,Node.js,MySQL,Linux Desktop,C; C++; Java; JavaScript; SQL,Node.js,MySQL,Android; Linux Desktop; Raspberry Pi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,United States,4.5,Not specified
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Brazil,4.5,Not specified
Machine learning specialist; Developer with a statistics or mathematics background,Java; JavaScript; Matlab; Python; SQL,AngularJS,MySQL,Linux Desktop; Amazon Web Services (AWS),,,,,Somewhat important,Somewhat important,Very important,Somewhat important,Not very important,Very important,Strongly agree,Strongly agree,Strongly agree,Agree,Unknown,Puerto Rico,2.5,Data Scientist
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,4.5,Not specified
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,India,4.5,Not specified
Desktop applications developer,C#; VBA,.NET Core,SQL Server,Windows Desktop,C#; R; Ruby; VBA,Xamarin; .NET Core,SQL Server,Microsoft Azure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Agree,Agree,Agree,Canada,0.5,Desktop Developer
Web developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Unknown,United Kingdom,4.5,Web Developer
Not specified,JavaScript; Lua; TypeScript,Node.js,,,Common Lisp; Elixir; Haskell; JavaScript; Lua; Python; R; Ruby; Scala; Smalltalk,Node.js; React,,,Somewhat important,Somewhat important,Very important,Important,Somewhat important,Very important,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,United Kingdom,4.5,Not specified
Web developer; Desktop applications developer,Scala,,Cassandra; MySQL,Mac OS,Scala,,Cassandra; MySQL,Mac OS,Somewhat important,Very important,Somewhat important,Important,Not very important,Important,Agree,Agree,Somewhat agree,Disagree,Unknown,Latvia,10.5,Web Developer
Not specified,Elixir; JavaScript; Ruby; SQL,Node.js; React,MySQL; PostgreSQL,Linux Desktop; Mac OS; Raspberry Pi,Elixir; Erlang; JavaScript; Ruby; Swift,React,MySQL; PostgreSQL,iOS; Linux Desktop; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS),Important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Unknown,Unknown,Unknown,Unknown,Unknown,Netherlands,1.5,Not specified
Desktop applications developer; DevOps specialist,C++; Groovy; Java; JavaScript; Matlab; Objective-C; Python,Node.js,Cassandra; MongoDB; Redis; PostgreSQL,Android; Linux Desktop; Mac OS,C#,Xamarin,,,Important,Important,Very important,Somewhat important,Important,Important,Strongly agree,Agree,Agree,Disagree,Disagree,Ireland,1.5,Desktop Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Strongly agree,Strongly agree,Agree,Unknown,Unknown,Turkey,4.5,Not specified
Not specified,,,,,,,,,Important,Very important,Somewhat important,Somewhat important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,India,4.5,Not specified
Not specified,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; React; Xamarin,SQL Server,Serverless; Microsoft Azure,F#; Java; PHP; Python; R,.NET Core,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,United States,3.5,Not specified
Embedded applications/devices developer,C; C++; C#,,MongoDB; SQLite,Linux Desktop; Mac OS,,,,,Important,Somewhat important,Very important,Somewhat important,Important,Important,Unknown,Unknown,Unknown,Unknown,Unknown,United States,20.0,Embedded Developer
Not specified,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,India,4.5,Not specified
Not specified,Clojure; R; SQL; VBA,,Oracle; SQLite,Windows Desktop; Linux Desktop; SharePoint,Clojure; R; SQL,,Oracle; SQLite,Windows Desktop; SharePoint,Important,Important,Important,Somewhat important,Important,Very important,Unknown,Unknown,Unknown,Unknown,Strongly agree,Austria,10.5,Not specified
Web developer,Java; JavaScript,,MySQL,,Java; JavaScript,,MySQL,,Important,Somewhat important,Somewhat important,Not very important,Somewhat important,Somewhat important,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Switzerland,18.5,Web Developer
Web developer; Desktop applications developer,Haskell; Java; JavaScript; Python; Scala; SQL; TypeScript,AngularJS,PostgreSQL,,Haskell; Java; JavaScript; Scala; SQL,React,PostgreSQL,,Somewhat important,Very important,Very important,Somewhat important,Not very important,Very important,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,1.5,Web Developer
Web developer; Mobile developer,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Switzerland,10.5,Web Developer
Web developer; Systems administrator,C; JavaScript; Python; Ruby; Rust,AngularJS; Node.js; React,MongoDB; Redis; PostgreSQL,Linux Desktop; Mac OS; Raspberry Pi; Amazon Web Services (AWS),JavaScript; Ruby,React,Redis; PostgreSQL,Linux Desktop; Mac OS; Amazon Web Services (AWS),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Agree,Strongly agree,Agree,Agree,Agree,United States,4.5,Web Developer
Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Data scientist; Desktop applications developer; Other,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,6.5,Web Developer
Web developer; Database administrator; Systems administrator; DevOps specialist,JavaScript; PHP; Python; SQL,,Redis; MySQL; PostgreSQL,Linux Desktop; WordPress,JavaScript; Python; SQL,,Redis; PostgreSQL,Linux Desktop,Important,Somewhat important,Very important,Important,Somewhat important,Important,Unknown,Unknown,Unknown,Unknown,Agree,Israel,2.5,Web Developer
